city,tcac_code,sipsa_name,exito_name
Bucaramanga,A072,Pastas alimenticias,Pastas alimenticias
Bucaramanga,C079,Patilla,Sandía
Bucaramanga,C079,Patilla baby,Patilla baby
Bucaramanga,F085,Pechuga de pollo,Pechuga de pollo
Bucaramanga,B077,Pepino cohombro,Pepino cohombro
Bucaramanga,C071,Pera importada,Pera importada
Bucaramanga,N/A,Perejil,Perejil
Bucaramanga,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Bucaramanga,N/A,Pierna pernil sin rabadilla,Pierna pernil sin rabadilla
Bucaramanga,F091,Piernas de pollo,Piernas de pollo
Bucaramanga,B080,Pimentón,Pimentón
Bucaramanga,N/A,Pimentón verde,Pimentón verde
Bucaramanga,C072,Piña gold,Piña gold
Bucaramanga,N/A,Piña perolera,Piña perolera
Bucaramanga,N/A,Pitahaya,Pitahaya
Bucaramanga,B092,Plátano hartón verde,Plátano verde
Bucaramanga,G017,Queso campesino,Queso campesino
Bucaramanga,G018,Queso costeño,Queso costeño
Bucaramanga,G016,Queso cuajada,Queso cuajada
Bucaramanga,G021,Queso doble crema,Queso doble crema
Bucaramanga,N/A,Rábano rojo,Rábano rojo
Bucaramanga,N/A,Remolacha,Remolacha
Bucaramanga,B099,Repollo blanco,Repollo blanco
Bucaramanga,N/A,Repollo morado,Repollo morado
Bucaramanga,L015,Sal yodada,Sal yodada
Bucaramanga,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Bucaramanga,N/A,Tangelo,Tangelo
Bucaramanga,N/A,Tilapia roja entera fresca,Tilapia roja entera fresca
Bucaramanga,C082,Tomate de árbol,Tomate de árbol
Bucaramanga,N/A,Tomate riñón,Tomate
Bucaramanga,N/A,Tomate Riogrande,Tomate Riogrande
Bucaramanga,C085,Uva importada,Uva importada
Bucaramanga,C086,Uva Isabela,Uva Isabela
Bucaramanga,C085,Uva red globe nacional,Uva red globe nacional
Bucaramanga,N/A,Vinagre,Vinagre
Bucaramanga,N/A,Yuca criolla,Yuca
Bucaramanga,B110,Zanahoria,Zanahoria
Cali,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Cali,C002,Aguacate papelillo,Aguacate papelillo
Cali,B006,Ahuyama,Ahuyama
Cali,N/A,Ajo importado,Ajo importado
Cali,F069,Alas de pollo con costillar,Alas de pollo con costillar
Cali,E001,Almejas con concha,Almejas con concha
Cali,B014,Apio,Apio
Cali,B015,Arracacha amarilla,Arracacha amarilla
Cali,A010,Arroz de primera,Arroz de primera
Cali,B019,Arveja verde en vaina pastusa,Arveja vaina
Cali,T003,Arveja verde seca importada,Arveja
Cali,A012,Avena en hojuelas,Avena en hojuelas
Cali,A029,Avena molida,Avena molida
Cali,K004,Azúcar morena,Azúcar morena
Cali,K003,Azúcar sulfitada,Azúcar sulfitada
Cali,E005,Bagre rayado entero congelado,Bagre
Cali,C010,Banano criollo,Banano criollo
Cali,E007,"Basa, entero congelado importado",Basa
Cali,E030,"Basa, filete congelado importado",Filete basa
Cali,E010,Bocachico importado congelado,Bocachico
Cali,B025,Brócoli,Brócoli
Cali,L005,Café instantáneo,Café instantáneo
Cali,L006,Café molido,Café molido
Cali,E015,Calamar anillos,Calamar anillos
Cali,E015,Calamar blanco entero,Calamar
Cali,E017,Camarón tigre precocido seco,Camarón tigre
Cali,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Cali,F015,"Carne de cerdo, costilla",Costila cerdo
Cali,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Cali,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Cali,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Cali,F029,"Carne de cerdo, tocino papada",Papada cerdo
Cali,F118,"Carne de res, bola de brazo",Bola brazo res
Cali,F118,"Carne de res, bola de pierna",Bola pierna res
Cali,F100,"Carne de res, cadera",Cadera res
Cali,F099,"Carne de res, chatas",Chatas res
Cali,F107,"Carne de res, costilla",Costilla res
Cali,F100,"Carne de res, falda",Falda res
Cali,F098,"Carne de res, morrillo",Morrillo res
Cali,F118,"Carne de res, muchacho",Muchacho res
Cali,F100,"Carne de res, pecho",Pechho res
Cali,F100,"Carne de res, punta de anca",Punta de anca res
Cali,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Cali,B027,Cebolla cabezona blanca bogotana,Cebolla cabezona blanca
Cali,B027,Cebolla cabezona roja importada,Cebolla cabezona roja importada
Cali,B029,Cebolla junca Aquitania,Cebolla junca
Cali,B029,Cebolla junca Tenerife,Cebolla junca Tenerife
Cali,L008,Chocolate amargo,Chocolate amargo
Cali,A053,Chócolo mazorca,Chócolo mazorca
Cali,N/A,Cilantro,Cilantro
Cali,C019,Coco,Coco
Cali,B039,Coliflor,Coliflor
Cali,E021,"Corvina, filete congelado nacional",Filete corvina
Cali,A044,Cuchuco de maíz,Cuchuco de maíz
Cali,C021,Curuba,Curuba
Cali,C025,Fresa,Fresa
Cali,T015,Fríjol calima,Fríjol calima
Cali,B046,Fríjol verde cargamanto,Fríjol verde
Cali,A027,Galletas saladas,Galletas saladas
Cali,K018,Gelatina,Gelatina
Cali,C028,Granadilla,Granadilla
Cali,C030,Guanábana,Guanábana
Cali,C032,Guayaba pera,Guayaba pera
Cali,B052,Habichuela,Habichuela
Cali,A040,Harina de trigo,Harina de trigo
Cali,A034,Harina precocida de maíz,Harina precocida de maíz
Cali,J004,Huevo rojo A,Huevo A
Cali,J004,Huevo rojo AA,Huevo AA
Cali,J004,Huevo rojo extra,Huevo AAA
Cali,K018,Jugo instantáneo (sobre),Refesco en polvo
Cali,C042,Kiwi,Kiwi
Cali,E024,Langostino 16-20,Langostino
Cali,E024,Langostino U12,Langostino U12
Cali,G008,Leche en polvo,Leche en polvo
Cali,B059,Lechuga Batavia,Lechuga Batavia
Cali,B060,Lechuga crespa verde,Lechuga crespa verde
Cali,T026,Lenteja importada,Lenteja importada
Cali,C044,Limón común,Limón común
Cali,C044,Limón Tahití,Limón Tahití
Cali,E003,Lomitos de atún en lata,Lomitos de atún en lata
Cali,C045,Lulo,Lulo
Cali,A044,Maíz amarillo trillado,Maíz amarillo trillado
Cali,A046,Maíz blanco trillado,Maíz blanco trillado
Cali,C050,Mandarina Arrayana,Mandarina Arrayana
Cali,C050,Mandarina Oneco,Mandarina
Cali,C051,Mango común,Mango
Cali,C052,Mango Tommy,Mango Tommy
Cali,C054,Manzana roja importada,Manzana roja importada
Cali,C054,Manzana royal gala importada,Manzana royal
Cali,C054,Manzana verde importada,Manzana verde importada
Cali,C056,Maracuyá,Maracuyá
Cali,D018,Margarina,Margarina
Cali,D020,Mayonesa doy pack,Mayonesa doy pack
Cali,C060,Melón Cantalup,Melón Cantalup
Cali,E030,"Merluza, filete importado","Merluza, filete importado"
Cali,E030,"Merluza, filete nacional","Merluza, filete nacional"
Cali,C061,Mora de Castilla,Mora de Castilla
Cali,C062,Naranja Sweet,Naranja Sweet
Cali,K033,Panela redonda morena,Panela redonda morena
Cali,B074,Papa capira,Papa capira
Cali,B071,Papa criolla limpia,Papa criolla lavada
Cali,B071,Papa criolla sucia,Papa criolla sucia
Cali,B074,Papa parda pastusa,Papa parda pastusa
Cali,B074,Papa suprema,Papa suprema
Cali,B074,Papa única,Papa
Cali,C065,Papaya Maradol,Papaya Maradol
Cali,E043,Pargo rojo entero congelado,Pargo
Cali,A072,Pastas alimenticias,Pastas alimenticias
Cali,C079,Patilla,Sandía
Cali,C079,Patilla baby,Patilla baby
Cali,F085,Pechuga de pollo,Pechuga de pollo
Cali,B077,Pepino cohombro,Pepino cohombro
Cali,C071,Pera importada,Pera importada
Cali,E002,Pescado cabezas,Pescado cabezas
Cali,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Cali,F091,Piernas de pollo,Piernas de pollo
Cali,B080,Pimentón,Pimentón
Cali,C072,Piña gold,Piña gold
Cali,C072,Piña manzana,Piña manzana
Cali,B092,Plátano hartón verde,Plátano verde
Cali,F077,Pollo entero congelado sin vísceras,Pollo entero sin vísceras
Cali,G017,Queso campesino,Queso campesino
Cali,G020,Queso Caquetá,Queso Caquetá
Cali,G018,Queso costeño,Queso costeño
Cali,G016,Queso cuajada,Queso cuajada
Cali,G021,Queso doble crema,Queso doble crema
Cali,B098,Remolacha bogotana,Remolacha
Cali,B099,Repollo blanco,Repollo blanco
Cali,L015,Sal yodada,Sal yodada
Cali,E038,"Salmón, filete congelado",Filete salmón
Cali,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Cali,E039,Sardinas en lata,Sardinas en lata
Cali,E041,Sierra entera congelada,Sierra
Cali,E043,Tilapia roja entera congelada,Tilapia
Cali,E030,"Tilapia, filete congelado","Tilapia, filete congelado"
Cali,B103,Tomate chonto,Tomate chonto
Cali,C082,Tomate de árbol,Tomate de árbol
Cali,B103,Tomate larga vida,Tomate larga vida
Cali,E047,Trucha en corte mariposa,Trucha en corte mariposa
Cali,C085,Uva importada,Uva importada
Cali,C086,Uva Isabela,Uva Isabela
Cali,C085,Uva red globe nacional,Uva red globe nacional
Cali,B107,Yuca ICA,Yuca
Cali,B110,Zanahoria,Zanahoria
Cali,B110,Zanahoria bogotana,Zanahoria
Cartagena,N/A,Aceite girasol,Aceite girasol
Cartagena,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Cartagena,N/A,Ají topito dulce,Ají topito
Cartagena,N/A,Ajo importado,Ajo importado
Cartagena,F069,Alas de pollo con costillar,Alas de pollo con costillar
Cartagena,B014,Apio,Apio
Cartagena,A010,Arroz de primera,Arroz de primera
Cartagena,N/A,Arroz de segunda,Arroz de segunda
Cartagena,N/A,Arroz excelso,Arroz excelso
Cartagena,T003,Arveja verde seca importada,Arveja
Cartagena,N/A,Azúcar refinada,Azúcar refinada
Cartagena,K003,Azúcar sulfitada,Azúcar sulfitada
Cartagena,E007,"Basa, entero congelado importado",Basa
Cartagena,E010,Bocachico importado congelado,Bocachico
Cartagena,B025,Brócoli,Brócoli
Cartagena,L005,Café instantáneo,Café instantáneo
Cartagena,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Cartagena,F015,"Carne de cerdo, costilla",Costila cerdo
Cartagena,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Cartagena,N/A,"Carne de cerdo, pernil con hueso",Cerdo pernil
Cartagena,F118,"Carne de res, bola de brazo",Bola brazo res
Cartagena,F118,"Carne de res, bola de pierna",Bola pierna res
Cartagena,N/A,"Carne de res, bota",Res bota
Cartagena,F100,"Carne de res, cadera",Cadera res
Cartagena,N/A,"Carne de res, centro de pierna",Res pierna
Cartagena,F099,"Carne de res, chatas",Chatas res
Cartagena,F107,"Carne de res, costilla",Costilla res
Cartagena,F100,"Carne de res, falda",Falda res
Cartagena,N/A,"Carne de res, lomo fino",Res lomo
Cartagena,F118,"Carne de res, muchacho",Muchacho res
Cartagena,F100,"Carne de res, punta de anca",Punta de anca res
Cartagena,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Cartagena,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Cartagena,N/A,Cebolla cabezona roja,Cebolla cabezona roja
Cartagena,B027,Cebolla cabezona roja importada,Cebolla cabezona roja importada
Cartagena,N/A,Cebolla junca Berlín,Cebolla junca
Cartagena,N/A,Chocolate dulce,Chocolate dulce
Cartagena,A053,Chócolo mazorca,Chócolo mazorca
Cartagena,N/A,Cilantro,Cilantro
Cartagena,C019,Coco,Coco
Cartagena,B039,Coliflor,Coliflor
Cartagena,B044,Espinaca,Espinaca
Cartagena,N/A,Fécula de maíz,Fécula de maíz
Cartagena,N/A,Fríjol cabeza negra importado,Fríjol cabeza negra
Cartagena,N/A,Fríjol palomito importado,Fríjol palomito
Cartagena,N/A,Fríjol Zaragoza,Fríjol
Cartagena,N/A,Galletas dulces redondas con crema,Galletas dulces redondas con crema
Cartagena,A027,Galletas saladas,Galletas saladas
Cartagena,K018,Gelatina,Gelatina
Cartagena,N/A,Guayaba común,Guayaba
Cartagena,C032,Guayaba pera,Guayaba pera
Cartagena,B052,Habichuela,Habichuela
Cartagena,A040,Harina de trigo,Harina de trigo
Cartagena,A034,Harina precocida de maíz,Harina precocida de maíz
Cartagena,J004,Huevo rojo A,Huevo A
Cartagena,J004,Huevo rojo AA,Huevo AA
Cartagena,N/A,Jugo de frutas,Jugo de frutas
Cartagena,K018,Jugo instantáneo (sobre),Refesco en polvo
Cartagena,B059,Lechuga Batavia,Lechuga Batavia
Cartagena,T026,Lenteja importada,Lenteja importada
Cartagena,C044,Limón común,Limón común
Cartagena,C044,Limón Tahití,Limón Tahití
Cartagena,C045,Lulo,Lulo
Cartagena,A044,Maíz amarillo trillado,Maíz amarillo trillado
Cartagena,A046,Maíz blanco trillado,Maíz blanco trillado
Cartagena,N/A,Mandarina común,Mandarina
Cartagena,C052,Mango Tommy,Mango Tommy
Cartagena,C054,Manzana roja importada,Manzana roja importada
Cartagena,C054,Manzana verde importada,Manzana verde importada
Cartagena,D020,Mayonesa doy pack,Mayonesa doy pack
Cartagena,N/A,Mojarra lora entera fresca,Mojarra
Cartagena,C061,Mora de Castilla,Mora de Castilla
Cartagena,N/A,Naranja común,Naranja
Cartagena,N/A,Naranja Valencia,Naranja Valencia
Cartagena,N/A,Ñame espino,Ñame
Cartagena,N/A,Panela redonda blanca,Panela redonda blanca
Cartagena,B071,Papa criolla limpia,Papa criolla lavada
Cartagena,B074,Papa única,Papa
Cartagena,N/A,Papaya tainung,Papaya tainung
Cartagena,A072,Pastas alimenticias,Pastas alimenticias
Cartagena,C079,Patilla,Sandía
Cartagena,F085,Pechuga de pollo,Pechuga de pollo
Cartagena,B077,Pepino cohombro,Pepino cohombro
Cartagena,C071,Pera importada,Pera importada
Cartagena,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Cartagena,B080,Pimentón,Pimentón
Cartagena,C072,Piña gold,Piña gold
Cartagena,B092,Plátano hartón verde,Plátano verde
Cartagena,F077,Pollo entero congelado sin vísceras,Pollo entero sin vísceras
Cartagena,G018,Queso costeño,Queso costeño
Cartagena,N/A,Rábano rojo,Rábano rojo
Cartagena,N/A,Remolacha,Remolacha
Cartagena,B099,Repollo blanco,Repollo blanco
Cartagena,L015,Sal yodada,Sal yodada
Cartagena,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Cartagena,E039,Sardinas en lata,Sardinas en lata
Cartagena,E041,Sierra entera congelada,Sierra
Cartagena,N/A,Tilapia roja entera fresca,Tilapia roja entera fresca
Cartagena,B103,Tomate chonto,Tomate chonto
Cartagena,C082,Tomate de árbol,Tomate de árbol
Cartagena,C085,Uva red globe nacional,Uva red globe nacional
Cartagena,N/A,Vinagre,Vinagre
Cartagena,N/A,Yuca criolla,Yuca
Cartagena,B110,Zanahoria bogotana,Zanahoria
Cúcuta,N/A,Aceite de palma,Aceite de palma
Cúcuta,B006,Ahuyama,Ahuyama
Cúcuta,N/A,Ajo,Ajo
Cúcuta,N/A,Ajo importado,Ajo importado
Cúcuta,N/A,Alas de pollo sin costillar,Alas de pollo sin costillar
Cúcuta,B014,Apio,Apio
Cúcuta,B015,Arracacha amarilla,Arracacha amarilla
Cúcuta,A010,Arroz de primera,Arroz de primera
Cúcuta,N/A,Arveja amarilla seca importada,Arveja amarilla seca importada
Cúcuta,N/A,Arveja verde en vaina,Arveja verde en vaina
Cúcuta,T003,Arveja verde seca importada,Arveja
Cúcuta,A012,Avena en hojuelas,Avena en hojuelas
Cúcuta,N/A,Azúcar refinada,Azúcar refinada
Cúcuta,N/A,Bagre rayado entero fresco,Bagre rayado entero fresco
Cúcuta,C010,Banano criollo,Banano criollo
Cúcuta,E007,"Basa, entero congelado importado",Basa
Cúcuta,N/A,Bocachico criollo fresco,Bocachico criollo fresco
Cúcuta,N/A,Bocadillo veleño,Bocadillo veleño
Cúcuta,N/A,Borojó,Borojó
Cúcuta,B025,Brócoli,Brócoli
Cúcuta,N/A,Cachama de cultivo fresca,Cachama de cultivo fresca
Cúcuta,L005,Café instantáneo,Café instantáneo
Cúcuta,L006,Café molido,Café molido
Cúcuta,N/A,Calabaza,Calabaza
Cúcuta,N/A,"Carne de cerdo, brazo con hueso",Cerdo brazo
Cúcuta,N/A,"Carne de cerdo, cabeza de lomo",Cerdo lomo
Cúcuta,F015,"Carne de cerdo, costilla",Costila cerdo
Cúcuta,F015,"Carne de cerdo, espinazo","Carne de cerdo, espinazo"
Cúcuta,N/A,"Carne de cerdo, lomo con hueso",Cerdo lomo
Cúcuta,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Cúcuta,N/A,"Carne de cerdo, pernil con hueso",Cerdo pernil
Cúcuta,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Cúcuta,F029,"Carne de cerdo, tocino papada",Papada cerdo
Cúcuta,F118,"Carne de res, bola de brazo",Bola brazo res
Cúcuta,F118,"Carne de res, bola de pierna",Bola pierna res
Cúcuta,N/A,"Carne de res, bota",Res bota
Cúcuta,F100,"Carne de res, cadera",Cadera res
Cúcuta,N/A,"Carne de res, centro de pierna",Res pierna
Cúcuta,F099,"Carne de res, chatas",Chatas res
Cúcuta,F107,"Carne de res, costilla",Costilla res
Cúcuta,F100,"Carne de res, falda",Falda res
Cúcuta,N/A,"Carne de res, lomo de brazo",Res brazo
Cúcuta,N/A,"Carne de res, lomo fino",Res lomo
Cúcuta,F098,"Carne de res, morrillo",Morrillo res
Cúcuta,F118,"Carne de res, muchacho",Muchacho res
Cúcuta,N/A,"Carne de res, murillo",Res murillo
Cúcuta,N/A,"Carne de res, paletero",Res paletero
Cúcuta,F100,"Carne de res, pecho",Pechho res
Cúcuta,F100,"Carne de res, punta de anca",Punta de anca res
Cúcuta,F098,"Carne de res, sobrebarriga",Sobrebarriga res
Cúcuta,N/A,Cebolla cabezona blanca,Cebolla cabezona blanca
Cúcuta,N/A,Cebolla cabezona roja,Cebolla cabezona roja
Cúcuta,N/A,Cebolla junca Berlín,Cebolla junca
Cúcuta,N/A,Cebolla puerro,Cebolla puerro
Cúcuta,N/A,Chocolate dulce,Chocolate dulce
Cúcuta,A053,Chócolo mazorca,Chócolo mazorca
Cúcuta,N/A,Cilantro,Cilantro
Cúcuta,N/A,Ciruela roja,Ciruela roja
Cúcuta,B039,Coliflor,Coliflor
Cúcuta,C021,Curuba,Curuba
Cúcuta,N/A,Durazno nacional,Durazno nacional
Cúcuta,B044,Espinaca,Espinaca
Cúcuta,N/A,Fécula de maíz,Fécula de maíz
Cúcuta,C025,Fresa,Fresa
Cúcuta,N/A,Fríjol verde bolo,Fríjol verde
Cúcuta,N/A,Fríjol Zaragoza,Fríjol
Cúcuta,N/A,Galletas dulces redondas con crema,Galletas dulces redondas con crema
Cúcuta,A027,Galletas saladas,Galletas saladas
Cúcuta,N/A,Garbanzo importado,Garbanzo importado
Cúcuta,K018,Gelatina,Gelatina
Cúcuta,C028,Granadilla,Granadilla
Cúcuta,C030,Guanábana,Guanábana
Cúcuta,C032,Guayaba pera,Guayaba pera
Cúcuta,B052,Habichuela,Habichuela
Cúcuta,A040,Harina de trigo,Harina de trigo
Cúcuta,A034,Harina precocida de maíz,Harina precocida de maíz
Cúcuta,J004,Huevo rojo A,Huevo A
Cúcuta,J004,Huevo rojo AA,Huevo AA
Cúcuta,N/A,Huevo rojo B,Huevo rojo B
Cúcuta,J004,Huevo rojo extra,Huevo AAA
Cúcuta,C042,Kiwi,Kiwi
Cúcuta,G008,Leche en polvo,Leche en polvo
Cúcuta,B059,Lechuga Batavia,Lechuga Batavia
Cúcuta,B060,Lechuga crespa verde,Lechuga crespa verde
Cúcuta,T026,Lenteja importada,Lenteja importada
Cúcuta,C044,Limón común,Limón común
Cúcuta,C044,Limón Tahití,Limón Tahití
Cúcuta,E003,Lomitos de atún en lata,Lomitos de atún en lata
Cúcuta,C045,Lulo,Lulo
Cúcuta,A046,Maíz blanco trillado,Maíz blanco trillado
Cúcuta,N/A,Maíz pira,Maíz pira
Cúcuta,N/A,Mandarina común,Mandarina
Cúcuta,C052,Mango Tommy,Mango Tommy
Cúcuta,N/A,Manteca,Manteca
Cúcuta,C054,Manzana roja importada,Manzana roja importada
Cúcuta,C054,Manzana royal gala importada,Manzana royal
Cúcuta,C054,Manzana verde importada,Manzana verde importada
Cúcuta,C056,Maracuyá,Maracuyá
Cúcuta,D020,Mayonesa doy pack,Mayonesa doy pack
Cúcuta,C060,Melón Cantalup,Melón Cantalup
Cúcuta,C061,Mora de Castilla,Mora de Castilla
Cúcuta,N/A,Naranja común,Naranja
Cúcuta,N/A,Panela cuadrada morena,Panela cuadrada morena
Cúcuta,B071,Papa criolla limpia,Papa criolla lavada
Cúcuta,N/A,Papa superior,Papa superior
Cúcuta,B074,Papa única,Papa
Cúcuta,C065,Papaya Maradol,Papaya Maradol
Cúcuta,A072,Pastas alimenticias,Pastas alimenticias
Cúcuta,C079,Patilla,Sandía
Cúcuta,F085,Pechuga de pollo,Pechuga de pollo
Cúcuta,B077,Pepino cohombro,Pepino cohombro
Cúcuta,C071,Pera importada,Pera importada
Cúcuta,N/A,Perejil,Perejil
Cúcuta,F091,Pierna pernil con rabadilla,Pierna pernil con rabadilla
Cúcuta,F091,Piernas de pollo,Piernas de pollo
Cúcuta,B080,Pimentón,Pimentón
Cúcuta,C072,Piña gold,Piña gold
Cúcuta,N/A,Piña perolera,Piña perolera
Cúcuta,N/A,Pitahaya,Pitahaya
Cúcuta,N/A,Plátano hartón maduro,Plátano maduro
Cúcuta,B092,Plátano hartón verde,Plátano verde
Cúcuta,N/A,Pollo entero fresco sin vísceras,Pollo entero fresco sin vísceras
Cúcuta,G017,Queso campesino,Queso campesino
Cúcuta,G018,Queso costeño,Queso costeño
Cúcuta,G016,Queso cuajada,Queso cuajada
Cúcuta,G021,Queso doble crema,Queso doble crema
Cúcuta,N/A,Remolacha regional,Remolacha
Cúcuta,N/A,Repollo morado,Repollo morado
Cúcuta,N/A,Repollo verde,Repollo verde
Cúcuta,L015,Sal yodada,Sal yodada
Cúcuta,L017,Salsa de tomate doy pack,Salsa de tomate doy pack
Cúcuta,E039,Sardinas en lata,Sardinas en lata
Cúcuta,N/A,Tilapia roja entera fresca,Tilapia roja entera fresca
Cúcuta,B103,Tomate chonto,Tomate chonto
Cúcuta,C082,Tomate de árbol,Tomate de árbol
Cúcuta,N/A,Tomate Riogrande,Tomate Riogrande
Cúcuta,N/A,Uchuva con cáscara,Uchuva con cáscara
Cúcuta,C085,Uva importada,Uva importada
Cúcuta,C086,Uva Isabela,Uva Isabela
Cúcuta,N/A,Vinagre,Vinagre
Cúcuta,N/A,Yuca criolla,Yuca
Cúcuta,B110,Zanahoria,Zanahoria
Cúcuta,B110,Zanahoria bogotana,Zanahoria
Ibagué,D013,Aceite vegetal mezcla,Aceite vegetal mezcla
Ibagué,N/A,Acelga,Acelga
Ibagué,C002,Aguacate común,Aguacate común
Ibagué,C002,Aguacate papelillo,Aguacate papelillo
Ibagué,B006,Ahuyama,Ahuyama
Ibagué,N/A,Ahuyamín (Sakata),Ahuyamín (Sakata)
Ibagué,N/A,Ajo importado,Ajo importado
Ibagué,F069,Alas de pollo con costillar,Alas de pollo con costillar
Ibagué,B014,Apio,Apio
Ibagué,B015,Arracacha amarilla,Arracacha amarilla
Ibagué,N/A,Arroz excelso,Arroz excelso
Ibagué,N/A,Arveja amarilla seca importada,Arveja amarilla seca importada
Ibagué,N/A,Arveja verde en vaina,Arveja verde en vaina
Ibagué,A012,Avena en hojuelas,Avena en hojuelas
Ibagué,A029,Avena molida,Avena molida
Ibagué,K004,Azúcar morena,Azúcar morena
Ibagué,N/A,Azúcar refinada,Azúcar refinada
Ibagué,K003,Azúcar sulfitada,Azúcar sulfitada
Ibagué,N/A,Bagre rayado entero fresco,Bagre rayado entero fresco
Ibagué,C010,Banano criollo,Banano criollo
Ibagué,N/A,Breva,Breva
Ibagué,B025,Brócoli,Brócoli
Ibagué,N/A,Cachama de cultivo fresca,Cachama de cultivo fresca
Ibagué,L006,Café molido,Café molido
Ibagué,F008,"Carne de cerdo, brazo sin hueso",Brazo cerdo
Ibagué,N/A,"Carne de cerdo, cabeza de lomo",Cerdo lomo
Ibagué,F015,"Carne de cerdo, costilla",Costila cerdo
Ibagué,F019,"Carne de cerdo, lomo sin hueso",Lomo cerdo
Ibagué,N/A,"Carne de cerdo, pernil con hueso",Cerdo pernil
Ibagué,F025,"Carne de cerdo, pernil sin hueso",Pernil cerdo
Ibagué,N/A,"Carne de cerdo, tocino barriga",Cerdo tocino
